Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
tvvr2g55r,"In Pashto ""Sha"" sounds more accurate than ""kha"" .
It's Just my opinion, don't get mad at me.",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
gywlgqmgo,"""       , 
      .  
What are the reasons for not enjoying acts of worship and what should be done. 

Sheikh SardarWali Thaqib  
[Pashto - English]",Salafi taklidi,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,,,
evtgl9e0t,"New crazy laws under the Sufi regime in Afghanistan: 

Attributes of a Da'e below : 
 Must be a Muslim and from the Hanafi school of thought 

 Prohibiting a non-Hanafi from preaching

[ Basically if you are a salafi / ahlul hadith then you have no right preach ]",Salafi jihadi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Skip,לא מובן מה הטון של הפוסט כי יכול להיות שזה הולך לצד הג'יהדי ואם זה אירוני יותר אז זה לא.,,,,
82tm83vok,"If they had just mentioned ""Muslims and Sunni""  it would have been alright but to restrict preaching only to hanafis it's madness and fanaticism and wallahi imam Abu hanifa RH would not have approved of this.",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,
gn68b5flv,"Sheikh Muhammad Ibn 'Abdul-Wahhab  : 

""Meaning of kfr bit-Taghut is to reject everything which is worshipped instead of Allah and to testify that such is on kfr and misguidance, to hate him, even if he is you father or brother. One who says: ""I'm worshipping only Allah",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi jihadi,ח. אחר,,,,,,
13s7eoq9i,"but I'm not hostile towards leaders neither towards shrines over graves and similar. Such person in essence is negator of La llha Ila Allh. He does not believe in Allh nor he performed kufr in Taghut.""

[ad-Durar As-Saniyyh, vol. 2, p. 121/122]",Salafi jihadi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ח. אחר,,,,,,,,,Salafi jihadi,ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,
t8yehi8a3,"""""Hey Eitan! We are quite pleased to have upset Israeli-funded so-called ""OSINT"" fraudsters like yourselves. 

You can only continue to delude yourselves with your nonsense. 

If you conduct your research properly, you will understand why our early growth was so rapid.

We recommend you get support from your other funded friends. Its hard to even understand what youre trying to say. Maybe you should get some help with that. 

We are not trying to take over this platform like you, by buying bots or manipulating algorithms.

The news is what it is. And we just share it. Keep following us.""
""
--------------",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
2pvsalpcn,"""""@BroHajji @just1happycat As an urf, since when do they wear hijab?

You gave academic proofs as to why they should wear it.

There is also scriptural proof why they should believe in 1 God, shouldn't drink/eat swine

But none do due to the corruption of their faith.

Corruption Allah acknowledges in 5:73 
""
--------------

This prostitute of iblis and lover of Zaqqum had the audacity to call me a Jewish agent for takfiring rawafidh and nusayris yet he is married to a Jew and she doesnt even cover

These redpillers are the biggest munafiqeen Wallahi. No surprise whatsoever tho",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,
njjjyf2uf,"Bro wants to shit on Muslim women online 24/7 whilst he bowcats a Jew you cant make this up. That doesnt even count as a marriage either, he just wants to justify his zina",Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,
x1k94wmkd,"""""BREAKING: Malis Defence Minister General Sadio Camara has been killed amid coordinated attacks in military sites across the country, sources told Al Jazeera  
""
--------------

JNIM and FLA:",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
u8n3mefbp,"""Kufr of seeking judgment from the United Nations @UN 

 Amad Shkir
 Muqbil bin Hd
 Abdullh As-Sd 

Now imagine bragging about how much you believe in the sovereignty of the @UN, abide by its laws and belittle those who do not join in this Kufr?",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים; ח. אחר,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,
q249ggw3b,"""How neuroscientist Dr. Aafia Siddiqui was sold to the CIA ? Here is an exciting podcast that brings to the forefront Aafia's story.
This is one of dozens of tragic stories of Arab & Muslim scientists, who were kidnapped because of their scientific specialties !!

 @CliveSSmith   
@themuslimvoteuk 

  via @YouTube""",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
f35zoyvwk,"""   !     
#Boycott_Nagad

 @Save0urSisters",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
vh9kq0bz3,"""As ridiculous as it seems, Amynes faults were,
 
1. Refused to work for CIA, 
2. Not a Nepo, 
3. Walked on a street another suspect walked.

Sentenced for 27 years for the above crimes. 

A Father of 4 kids, a Husband, a Son, &amp; a beloved Brother &amp; a Friend of many. #Injustice",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
r4g6w7kjd,"""""BREAKING: The United Arab Emirates said it quit OPEC and OPEC+, dealing a heavy blow to the oil exporting groups and their de facto leader, Saudi Arabia, at a time when the Iran war has caused a historic energy shock and unsettled the global economy  
""
--------------

Bin Bayyah (ft Faris Hammadi) VS Sulaymaan ar-Ruhayli showdown pending.",Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Salafi taklidi,,,,,,,,,
2wt59gcvt,"Certain people are given clear proof of Muslim members of govt (people who make decisions for a Muslim population) mocking the religion &amp; supporting secularism, &amp; their first reaction is to defend the rulers &amp; mention Khawarij. Their Fitrah has been flipped upside down.",Salafi jihadi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,Salafi jihadi,ח. אחר,,,,,,
u6mc1joom,"""Anyone that sees the UAE as a legitimate Muslim government that one is obliged to hear and obey, is politically and theologically ignorant, and hes a Madkhali.""",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
ldvlx44a4,Moroccan minister of justice Abdul Latif Wahbi says that a (unrelated) man &amp; woman being alone in a house is not a crime. He then refers to the Hadith of Shaytaan being the third of them &amp; mocks it by saying Give me the national identity card of Shaytaan.,Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
s77war89w,"""Bir retmen bir ocua zorla namaz kldrsa veya ezan okunurken ayaa kaldrp sayg duruunda bekletse yer yerinden oynar. Ne bakan kalr, ne mdr, ne de retmen. 

Peki Kemalist bir retmen kendi riteline bir ocuu zorladnda, zorlamakla yetinmeyip fiziksel iddet uyguladnda neden yer yerinden oynamyor? Neden Kemalistler dinlerine sahip kt kadar Mslmanlar kendi dinlerine sahip kmyor? 

Yoksa slamn Kemalizm kadar deeri yok mu?""",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
5ddtag6rn,""" zmir'de bir ortaokulda, CHP 1.Genel Bakan Mustafa Kemal'in bst nnde durmak istemeyen kz renciye ynelik bask uyguland.

Ailesinin de rzasyla okulun son saatindeki 23 Nisan trenine katlmak istemeyen 7. snf rencisi, iddiaya gre erkek mdr yardmcs tarafndan zorla tren alanna indirildi.

rencinin inan hassasiyetleri ""siyasi tavr"" olarak filenerek nbeti retmen tarafndan tutanak yazld.

(Av.Yunus Ar)""",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
d1hsphwu2,"""#BREAKING 
ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka.  
Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members.   
This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency.""",Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,
ju8mw4jqa,"""@JouroJetGuy Cos they hate the law of almighty Allah.
They are nothing bunch fanatics who fight for secularism and interest of Israel""",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
xs3q8njny,"""@griffithtofemto @adamhaklimiya @clashreport Not before I take your wealth and women as spoils.""",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
jngelycjn,"""@morbidtakfirism Ameeeeeen""",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,,,,,,,,Irrelevant,,,,,,,
5woldof34,"""Update :

Two residents and an FLA official confirm that IS-Sahel has entered Menaka.
IS have set up checkpoints in some neighborhoods of the city and are moving back and forth in small groups on motorcycles. Residents of Menaka continue to go about their daily lives

(Reuteurs)",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
d1kfs8q9o,"""""Look at his care for the Muslims

Syria removed a ruler killing millions of Muslims &amp; his first thought was I have to Takfir the new ruler cuz we need another war

Calls Khawarij and OBL who kill Muslims Mujahideen

Says Muslims should suicide their countries and even-""
""
--------------

Obl who kills Muslims lol what a fool",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Salafi taklidi,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,,
oc368zuwm,"""""AMJ claims be can read intentions of Saudi rulers but not others

Claims OBL fights for Allah in Sha Allah instead of reading OBLs mind like he did for Saudi

Says Saudis intention was that they fought to support America and it wasnt actually to help Muslims  
""
--------------

These madkhalis have some sick obsession with the tawagheet, to the point where amj explains what he means and they still cant comprehend his simple words.",Salafi jihadi,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות; ביקורת על סלאפים תקלידיים,,,,,,,,
8vcgotbn7,"""Three major scholars of 60s-80s:

Every ruler who judges by other than the hukm of Allah &amp; His Messenger  is a Tght, a kfir in Allah.

Murjiah 2000s:

Khariji belief, its kufr dna kufr""",Salafi jihadi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,Skip,לא מובן מה זרם הפוסט,,,,
cqohdg8rt,"""""Bir ifti, satmak iin bir eek ve bir keiyi ehre gtryordu. Keinin boynunda bir ngrak vard.

 hrsz, iftinin getiini grd. 

Birincisi dedi ki: Keiyi alacam, hem de ifti fark etmeden.

kincisi dedi ki: Ben de eeini alrm.

ncs ise dedi ki:  Ben de onu tamamen soyacam.

Birinci hrsz gizlice keiye yaklat, ngra karp eein kuyruuna balad ve keiyi alp bir tarlaya gtrd.

Yolun ortasnda ifti arkasna bakt ve keinin kaybolduunu fark etti. Onu aramaya koyuldu.

kinci hrsz yanna gelip ne aradn sordu. ifti keisinin alndn syledi. 

Hrsz dedi ki: Az nce burada, u ormanda bir adamn keiyle kotuunu grdm. Yetimen kolay olur.

ifti, eeini ona emanet edip keisinin peine dt. Hrsz ise eei alp gitti.

ifti ormandan geri dndnde eeini de bulamad. Alamaya balad ve yoluna devam etti. Yolda, bir batakln kenarnda alayan bir adam grd. Ona ne olduunu sordu. 

Adam dedi ki: ehre altn dolu bir uval gtryordum. Dinlenmek iin burada oturdum. Uyuyunca uvala arptm, suya dt.

ifti, Neden karp almyorsun? dedi.

Adam: Sudan korkuyorum, yzme bilmiyorum. Ama karana yirmi altn veririm. dedi.

ifti sevindi: Allah bunu bana, keim ve eeimin kaybn telafi etmek iin verdi. dedi.

Elbiselerini karp suya indi. Ama altn dolu uval bulamad. Sudan ktnda ise elbiselerini de bulamad.

Bu da nc hrszn iiydi. Oda, iftinin elbiselerini almay baarmt.""

Bu hikye, insanlarn en ok zarar grd  durumu anlatr:

1-  Gaflet (Habersiz) annda arkadan gelen haner (darbe).

2-  Nasihat eder gibi grnp zehirleyen kiidir.

3- Duygulara oynayp insan kandran (aldatan) kiidir.""",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
d2ifm1hot,""" Imaginez certaines personnes de notre temps faire face  Umar Ibn Al-Khattab ^^

mar    sentit lodeur dune femme parfume qui tait sortie de chez elle, alors il lui dit : 

""Sortez-vous en tant parfumes ? Les curs des hommes sont au bout de leur nez ! Sortez plutt sans parfum !"" 

De mme, mar sentit une odeur de parfum venant du rang des femmes dans la mosque.

Il le leur a interdit et les menaa en disant :

""Du feu dans un dshonneur"" et il ne cessa de les menacer au point quune femme urina sur place [par peur].

         

 Rapport dans Mussanaf dAbd Ar-Razzq, n8107.
 Rapport dans Mussanaf dAbd Ar-Razzq, n8117.",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,
8qvdgclua,"""Even though the Islamic Rituals were apparent in his lands, Sakhawi brings a semi ijma' on the takfir of Tamerlane for making the laws of Genghis Khan, the Yasiq constitution, the foundation to rule his government by.",Salafi jihadi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים; ד. תמיכה בתכפיר קולקטיבי,,,,
rn1q2gte3,"""""Syrians will never admit their animalistic tendencies and lack of respect for human life did this and has nothing to do with sectarianism. A lot of Assads soldiers were Sunni secular baathists.Torture and humiliation is the fabric of every Arab dictatorship.""
""
--------------

This is absolutely true 
Including the treatment of women 
Theres no difference between these secular identitarian Sunnis of Syria and the Egyptian soldiers under Sisi who are also ""Sunni"" and who were firing in Rabia at unarmed civilians
Or mad dog Uday, son of Saddam, and them",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,,,,,Irrelevant,,,
8oyg8y47n,"""""As expected, after several hours of fighting calm has returned to Bamako and its vicinity (Kati and Senou) after the intervention of the Malian Air Force and the Africa Corps, several JNIM militants were killed by the army and others lynched by crowds.""
""
--------------

There was no real intent by JNIM to take Bamako as it was strategically unimportant in greater scale of the conflict 
Why take it and become open targets for France and others when you can blockade it and extort money
Now global situation is a little bit different 
But well see",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
fttje9las,"""""Thread of entites excommunicated by the Jolani organization(Jabhat al-Nusra, Jabhat Fateh al-Sham, Hayat Tahir al-Sham):""
""
--------------

Look at this and ask yourself how ppl can change literally overnight like this 
I remember a lecture by Ustad Yasir where he explains how a Mujahed that slept in caves like Sayyaf could lose his Iman 
How? By not wanting to lose his wealth that he gathered during his Jihad",Salafi jihadi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,Skip,כנראה שכותב הפוסט הוא ג'יהדי אבל כאן הוא רק נותן ביקורת על ג'ולני ולכן יש לי ספק על אופי הפוסט,,,,
ogzvoie0i,"The fitna of wealth, power, and status can slowly but steadily change our character
Thats why its important to practice zuhd and purify our heart from diseases that, if left unchecked, will grow until they manifest in us turning our back from the religion in one way or another",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,
mx5yb4x6x,"Rab al-Madkhal said,

Taking the foreign kfir nationality in place of the Islmic  some scholars have declared this to be kufr. Moreover, a person does not obtain this nationality except after pledging to submit to the laws of that country, along with loyalty and disavowal",Salafi taklidi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,ח. אחר,,,,,,,,,Salafi taklidi,,,,,
rj86z4562,@ipin_and_upin @PiousCall @IbrmAnsari @O_A_G_1015 @PureAqidah @MrDeepInsight1 @Abu_Muhammad041 @SchizoPashtun @IslaamWinsAgain @Hazm_Tawhid @AboMuzani @arrow_427 @ARAFAT7494 @KashmiriHanbali @Fafcjtzqx,Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
5pcyywh7u,"""""Just saw a woman who ran a salafi dawah page left islam 
      ""
""
--------------

Her posts reached millions because of idiots who gave her all the attention. There was no need to share nor comment on her post. 
Some Madhabists and Sufis  are attacking salafiyyah for her apostasy these animals will find any excuse to attack Salafis.",Salafi taklidi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,
dlnajivoz,Just saw a woman who ran a salafi dawah page left islam,Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi taklidi,,,,,
9hy0pd3hc,"""""Al-Quaymi, the Shaykh if the anbals and a Mahabist.
This might be enough.
Because such speech necessitates all of the mahhib are correct in every issue, which is false and no one can deny that. 
""
--------------

Don't know who this brother is. May Allah protect him , his threads are really good.",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,Salafi taklidi,,,,,,,,,,Irrelevant,,,,,,,
jhqu7w986,"""""@mhnd3058 That's not correct! 
A. Certain Sharh of Kitab At Tawhid was banned not the book itself 
B. They beat many Shia's when they were doing anything against Qur'an and Sunnah in their mournings
C. The rest I never heard anything in that scale to be authentic.""
""
--------------

Sheikh Abu Ahmed Jamil ar Rahman Mukhlis   from Kunar province
 talked about kitab at tawheed last year when the Sufi regime banned it. 

 we will defend it and we will publish it too",Salafi taklidi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Irrelevant,,,,,
29c0r9vks,"Now dua't are charging  people over 20 or $  to attend their ' marriage ' courses, wow.

How about get a real job? Or are you too lazy to work ? May Allah guide them.

These ' courses ' that they teach could be learnt on the internet or in your local mosques for free.",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
ru384rn06,"Sheikh   is one of the few ones in the west who teach real islam without sugar coating the deen.

Madkhalis and zandiqa out there are teaching how to bootlick tawaghit or busy dividing and misguiding the Muslim community.",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,
6gkt82s0y,"""Why is it always pro Gulf Mashaykh who say this?
Very easy
The Gulf today has same origins as Sykes Picot and colonial creation of Israel by Brit crusaders
They lived under Pax Britannica and now under Pax Americana
Thats why day and night they do nothing but attack Palestinians""",Salafi jihadi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Salafi jihadi,ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,Irrelevant,,,,,,,
hqb88vyiv,Youre welcome lads,Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
9suwse11r,"""""Whyd you get knocked out then if living with your wife is so bad?

Why wasnt your iron sharp? ""
""
--------------

Zoolafi redpiller vs Barelvigger/rafidhi redpiller",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
abrngnphh,"""yeah totally why you spread lies about people that could floor you irl

fat tub of lard""",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
eohuspk5d,We are red gold akhi,Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Skip,בדקתי בצאט והוא אמר שזה שיח סלאפי גיהדי מובהק של הקרבה ונאמנות מצד שני זה רק הקשר נראה רחוק ופעם ראשונה שרואה את זה,,,,,,,,,Irrelevant,,,
s30d1xh5p,"""""These are the charlatan Traditional Azhari Sufis who get invited to the West to speak. Defenders &amp; legitimisers of the openly secular apostate Sisi. A fan of the usual deviants of course (Ali Gomaa, Habib Ali Jifri, Yusri Jabr). 
""
--------------

Shaykh Ahmed El Azharys nonsensical comment on Jordan Peterson. A whole bunch of waffle about pride, watering down the religion &amp; attempting to make people feel sorry for one of the heads of evil. These individuals are callers at the gates of hellfire.",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,Salafi jihadi,ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה; א. האשמה בכפירה של שליטי ערב,,,,,,,,,,
v2bs6gmkf,Traor looking at the Mali news rn,Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,
fg63u2g6g,"""Below is the Moroccan minister of religious endowments Ahmad at-Tawfeeq. He said the french minister said to him that secularism is shocking to Moroccans, at-Tawfeeq replied We are secularists, people are free to do what they want., &amp; said there is no coercion in religion.",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
bwuz4p09a,"Mishary al-Afasy &amp; others have repeatedly used the line We were attacked with thousands of missiles &amp; drones &amp; no one said anything.. Did these same people speak up when Iraq, Syria &amp; Afghanistan were being bombarded by planes that took off &amp; refueled at Gulf bases?",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
ppgoql25g,"""""NEW: Amjad Youssef, one of the chief perpetrators of the 2013 Tadamon massacre in Damascus, has been detained by Syrian security forces. 

The Tadamon massacre took place on 16th April 16 2013, in the Tadamon neighbourhood of Damascus, when at least 288 Syrian civilians were brutally killed. 

The killings were carried out by members of the deposed Assad regimes military intelligence, who executed victims and buried them in mass graves.""
""
--------------

Jumuah Mubarakah.",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
zdd2bse50,"Theyre so proud of their Nifaq &amp; Kufr, its truly sickening.",Salafi jihadi,אילון כהן;זיו חסון,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,,,,,,,,Irrelevant,,,,,,,
2pp8nergr,"Lastly, many (if not most) people leave the religion not due to polemical Aqeedah debates, but fundamental issues which everyone who attributes themselves to Sunni Islam agree upon. We must remember that all of our hearts are between the fingers of ar-Rahman, may Allah guide us.",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
6o5p1f7wj,Unlike the madkhali slaves of the tawagheet Arab rulers sheikh albani affirms the salaf claiming that rebelling against the ruler IS permissible when there is clear kufr,Salafi jihadi,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים,,
7ffzczw9h,"Madkhalis when it comes to billionaire Saudi princes and kings who commit major kufr including aiding the kuffar, 
we dont know whats in the heart,
But with a people born into war poverty and every kind of oppression, the condition of the heart doesnt cross their minds?",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,,
enlray3ru,Lets say a prayer for the scholars in the pockets of the tawagheet being tested with the comfort of the dunya.,Salafi jihadi,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,Salafi jihadi,ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,,,,
jhje86mh2,"""""People like Salim at-Tawil are the filthiest of the filthiest. 

You are not obligated to do anything for our brothers in Palestine""

Only people like Hamza Yusuf &amp; Bin Bayyah have outdone him in harming Palestinians. 
""
--------------

These traitors are worse than the magicians of firawn, they knowingly lie in favour of their false gods and distort the religion. May Allah humiliate them even more than he already has.",Salafi jihadi,זיו חסון;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,
e8gt8qv3j,"These jami madkhalis think that Uthaymeen one who supported rebellion and criticised the rulers and even made takfeer of them for the same reasons the jihadis do, is one of them.",Salafi jihadi,ענה-יה אך;זיו חסון,,,,,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,Skip,לא ברור אם הפוסט הוא רק טענה אינפורמטיבית או אם הכותב באמת בצד הג'יהדי שהוא מרמז,,,,
rrs1z046s,Look how cowardly these donkeys are online and in person. Madkhali raised some rats attack the righteous and hide in the bedrooms.,Salafi jihadi,צבי גופרי;אילון כהן,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,
mcprxdo6q,When sheikh uthaymeen was a khariji,Salafi jihadi,אילון כהן;אריאל כהן,,,,,,,,,Skip,"אני משער שג'יהאדי כי יש כאן דמות תקלידית מואשמת בהיותה ח'ווארג', אבל חסר הקשר מפורש ולכן משאיר לך את ההחלטה",Salafi jihadi,ח. אחר,,,,,,,,,,,,,,
gucgfvn51,"""@Haqiqatjou May Allh punish you""",Irrelevant,אריאל כהן;בנימין ווליך,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,
ji5b0sx8w,"""@batemanexoxo @Maul18BBY @maghribii16 Yeah, I'm not saying that the situation in Mali will give IS the opportunity to conquer Niger, but they will definitely benefit in the form of more freedom of operation and greater influence if Russian support for the Nigerien regime weakens.""",Irrelevant,בנימין ווליך;הודיה עופרי,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,
yldb0pd5p,"""@britishfellow30 @Minalami The entire statement is secular from beginning to end. They condemn what they say is ""human rights violations"". They ask for the international &amp; nation political scene to intervene for a ""credible &amp; encompassing political solution"". This is a secular nationalist group.""",Irrelevant,הודיה עופרי;הילי חכמי,,,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,
3szssb32x,"""@taeofbangtanss @BabaGamg @AkwaIbomMuslim Alhumdulilah, I have 2 wives and kids. I know you're hurting inside hearing this news. But they are completely obedient and follow the rules set down by revelation. Alhumdulilah they're not feminist whore like you infidels""",Irrelevant,הילי חכמי;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,Salafi taklidi,,,,,,,,,
