text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""IMPORTANT MESSAGE
For hujaaj that have now confirmed bookings with Yosr Al Mashaer and wish to join Premier Hajj could you please forward your booking Information to info@premierhajj.com as quickly as possible! 
Jazaakumullahu Khairan!""",0.033260655,0.106941015,0.81095505,0.81095505,Salafi taklidi,0.31095505
"From Thursday 19th of February 2026 every day in Ramadhn we will continue the Tafseer of Suratul Anaam inshallah

Telegram

Mixlr",0.051805437,0.03209553,0.8926371,0.8926371,Salafi taklidi,0.39263709999999996
"""How despicable a trait that one twists the words of his Salafi brother""",0.3851265,0.4676412,0.09884726,0.4676412,"No decision, maximum is Salafi jihadi",0.03235880000000002
"""You are Ta'bn to say the least @im_jasir. No surprise Taqweem &amp; Arafat's Errand boys piggy-backed off of this tweet. Was only a matter of time. Just look at those who retweet, same bunch of individuals that have some sort of problem with Spubs &amp; co. Tells you everything.""",0.4414239,0.37420148,0.07174753,0.4414239,"No decision, maximum is Irrelevant",0.05857610000000002
"""May Allah bless Shaikh Abu Iyaad &amp; his efforts, especially the likes of these clarifications &amp; others for the past 30 years. May Allah increase him in Thabaat &amp; truthful speech, &amp; likewise all other carriers of knowledge, whether they are Ulama or Tullabul Ilm Amin.""",0.09265699,0.1517724,0.56687814,0.56687814,Salafi taklidi,0.06687814000000003
Imagine a Salafi - the Great Tedros Jasir - using some erroneous statements from his fellow Salafi brothers to his corrupt Advantage in order to create a smokescreen to give people the impression that Shaykh Abu Iyaad is wrong concerning COVID et al &amp;,0.030716982,0.13992003,0.88369703,0.88369703,Salafi taklidi,0.36007997
"The reality is, you can have your
contagion and vaccine view no
problem, but ta'assub is prohibited
Y Tedros!

Apply Anwar's reminder
upon yourself concerning your
Ghuluww towards Taqweem mate.",0.21517266,0.041867133,0.3853465,0.3853465,"No decision, maximum is Salafi taklidi",0.11465350000000002
"Where is the Great Tedros Jasir's post concerning the Ghuluww from people for:
- Arafat, the Fitnah Maker
- the ""Shaykhs"" of Adan
- Allamah Abdullah al-Bukhari
Etc?

Stunned Silence.
He's been inflicted with Taqweem19.
Agenda is clear.",0.15103798,0.44570625,0.2463859,0.44570625,"No decision, maximum is Salafi jihadi",0.054293749999999974
"@im_jasir please treat &amp; heal yourself from Taqweem19 through the SalafiPfizercations &amp; mRNAmjadRafiq vaccine, ya'ni:",0.6024425,0.08380806,0.076861575,0.6024425,Irrelevant,0.10244249999999999
"Where is the Great Tedros Jasir's post concerning the Ghuluww from people for:
- Arafat, the Fitnah Maker
- the ""Shaykhs"" of Adan
- Allamah Abdullah al-Bukhari
Etc?

Stunned Silence.
He's been inflicted with Taqweem19.
Agenda is clear.",0.15103798,0.44570625,0.2463859,0.44570625,"No decision, maximum is Salafi jihadi",0.054293749999999974
"@im_jasir please treat &amp; heal yourself from Taqweem19 through the SalafiPfizercations &amp; mRNAmjadRafiq vaccine, ya'ni:",0.6024425,0.08380806,0.076861575,0.6024425,Irrelevant,0.10244249999999999
"""Al-Haafidh Al-Nawawi   mentioned in Riyaadh al-Saliheen:",0.027303062,0.06555062,0.8927375,0.8927375,Salafi taklidi,0.39273749999999996
"""Part 9 - Not Craving for Titles | FollowingtheSunnah

Part 9
From the statements which clarify the Aqeedah of King AbdulAziz Ala Saud

Translated
by
Abbas Abu Yahya



9. Crave after Titles

King AbdulAziz Ala Saud -R...",0.060627956,0.03853763,0.81382376,0.81382376,Salafi taklidi,0.31382376
"""One may sleep and not get up!  Sheikh Abdulaziz Bin Baz rahimahullah:",0.25256774,0.09154342,0.3390808,0.3390808,"No decision, maximum is Salafi taklidi",0.16091919999999998
"""On this blessed day, we give glad tidings to the people of the Sunnah. After allowing us to fast and stand in the month of Ramadan, we thank our Lord for blessing us to reach this day of joy.

It was a wonderful sight to see the large number of people who attended the Eid prayer this morning @CamdenMasjidMAW. By 8:00 a.m., I had already received messages that the parking lot was full. By 8:30 a.m., I was told it was nearly impossible to get anywhere near the venue. This is the same facility we used to fill only three-quarters of just a few years ago. By the permission of Allah, our community has grown, and we know this is only from His bounty.

We do not believe that numbers alone establish the truth. However, as our noble teacher al-Allamah Salih al-Fawzan said, when numbers are joined with the call to the truth, it is virtue upon virtue.

So we remind ourselves of Allahs favor upon us, and we continue to strive to remain steadfast upon the Book and the Sunnah. May Allah bless our families and our community and grant us a good ending. Indeed, Allah is the Hearer of supplication.""",0.45395327,0.011084442,0.6652758,0.6652758,Salafi taklidi,0.04604672999999998
"""The Problem With Hinduism | Mansur | Speakers Corner #hinduism #muslim #islam 
Full Video: see tweet below",0.75035393,0.018168496,0.09262728,0.75035393,Irrelevant,0.25035392999999995
"""Just posted: Two world-class biologists unpack the engineering and design of the cellular structures that keep us alive. Plus, catch some exclusive clips from new movie The Story of Everything! Link in comments. @DiscoveryCSC @TSOEfilm @DougAxe @AMcDiarmid",0.764919,0.014996671,0.31222907,0.764919,Irrelevant,0.18777093
"""""But God forbid if an Ashari scholar employs 'ilm al-kalm to defend the Quran &amp; Sunna. 

It's time to mature guys. The truth is more deserving of being followed. Till when are we going to continue to lie to ourselves and others?!""
""
--------------

Joke of 2026: Ashars using ilm al-kalm to defend the Quran and the Sunnah.

al-Rz: Its impossible for the Quran to function as guidance regarding Allahs attributes

You dont defend the Quran. You impose your own theology on it, then defend that, not the Quran.",0.50811154,0.027559096,0.18131356,0.50811154,Irrelevant,0.008111540000000028
"""""Saying Allah is spatially extended 
Or
Saying Allah is in a Location 
Or 
Saying Allah has a color 
Or 
Saying Allah is in time 
Or 
Saying Allah has knowledge that changes 
Or 
Saying Allah is time bound 

All are the same exact value as saying He has a son""
""
--------------

Minhaji takfirs Minhaji

Minhaji: There is no verse that affirms Yad.

Also Minhaji: Rejecting Yad is kufr because its in the Quran.",0.880373,0.012065727,0.09566087,0.880373,Irrelevant,0.38037299999999996
"""I greatly look forward to these two knowledge-based events back-to-back in July InshaAllah.

 17-19 July in Gent, Belgium @MoskeeElAlbani 

 22-26 July in North of England (between various markiz)

I encourage all our brothers and sisters in the U.K. and across Europe to note these dates and make an effort to attend both eventsinviting our European brothers to join us in the U.K., and encouraging our U.K. brothers to travel and visit the Salaf community in Belgium.

May Allh reward all the organisers for their hard work and allow these events to be filled with beneficial knowledge, brotherhood, love, and unity between ahlus-Sunnah.""",0.035967387,0.07570525,0.89686483,0.89686483,Salafi taklidi,0.39686482999999995
"""Who is a Sunni? @hikmahpubs 

A response to those who say you have to be Ashari, Sufi.",0.7030906,0.027854066,0.08719476,0.7030906,Irrelevant,0.2030906
"""Shaykh Badr Al-Anzi: The Claim That Scholars Issue Fatwas According to W...  via @YouTube""",0.056176558,0.1447083,0.6643664,0.6643664,Salafi taklidi,0.16436640000000002
"""So we rejected this statement and said: this is a dangerous statement. Its implication is that you are nullifying the Fatw of the scholars in Nawzil. If you see that there is a mistake, and you are a Salaf who respects the scholars and also respects the rulers, then write to them. Present your viewpoint only. But to establish this as a general principlethis is false and wrong! 

This resembles the approach of the Surrs and Qubs during the Gulf crisis, who said: Our scholars do not understand current affairswe understand current affairs. America entered, Europe did such-and-such, and you, O scholarslike ibn Bzyou are only with the rulers, obeying them. The same wordsonly the people and circumstances have changed. There it was a Gulf crisis related to the entry of disbelievers (to the lands of the Muslims); here it is a COVID crisis related to medicine.

Furthermore, this man (making these claims) works in medicine. If we look at his specialization, do you work in every field of medicine and every specialty? No. Then speak only within your level. That is one point.

Secondly, do you want the entire Ummah to abandon the doctors of the world and the consultants, and instead follow your opinion? This is dangerous speech! It is unclear what this person intends with such statements. 

Despite that, he has been advised, and we have advised him before. We even sent to him years ago when he issued a Fatw. Look at this Fatwmany people may not even be aware of it. He issued a ruling that social distancing was Minor Shirk. That means Al-Fawzn has fallen into Shirk, the Muft has fallen into Shirk, and our scholars such as Ubayd and others have fallen into Shirk. And we, the students of knowledge, have all fallen into Shirk. And the Fatw of the scholars who permitted distancing are, according to him, Fatw of Shirk.

So who is behind you that you speak with such words? What do you want, that you strike at the scholars by claiming they have fallen into (minor) Shirk, that they should not be referred to, and that they neither understand nor comprehend? This is what he says in the audio recordings. 

Some have not even listened to these recordings yet and do not want to listenand this is a calamity. You find a person plunging headlong into Fitnah while knowing nothing. And if you say to him, Come, let us sit and clarify things for you, he refuses to listen. This is blind partisanship. 

As for us, we clarify the error. Whoever is guided, then all praise is due to Allh, and whoever goes astray, then it is upon himself.

Shaykh Abdul-Azz ibn Bz was asked on his official site: Should we refer only to doctors, or to the scholars? He replied: No. One must return to the scholar. If the matter were purely medical, then yeswe would return to the doctors; because they are the people of specialization. But this concerns a matter connected to medicine and also to the Sharah.

Does Al-Fawzn immediately issue a ruling when a purely medical issue comes to him? You think highly of yourself and consider yourself an expert. But when this scholarAl-Fawzn, the Muft, Al-Abbd, Rab, and othersare asked about a worldly technical matter such as medicine or agriculture, do they refer to specialists or not? They do refer to the specialists. This shows that you do not understand how the scholars issue Fatw.

I have already explained this in detail in one of the refutationsthe methodology of the scholar in giving Fatwand it is published on my channel. Yet some people ignore all of this and do not want to listen. 

Continued""",0.33887613,0.65283036,0.09878309,0.65283036,Salafi jihadi,0.15283036000000005
"""I heard a Salafi Student of knowledge say, ""Yasir Qadhi presents doubts which even the Kuffaar do not present"". So, it reminded me of Al-Jaahiz who also used to behave in the same manner!",0.33580714,0.27220103,0.12794375,0.33580714,"No decision, maximum is Irrelevant",0.16419286
"""One of the first things I ever heard our bro Hasan Sumali say is: The 1st call of every innovator is 2 separate the people from the Scholars""",0.46043766,0.16468671,0.108877316,0.46043766,"No decision, maximum is Irrelevant",0.039562339999999974
"""New Article: The history of Salafi Publications and its grassroots dawah activity goes back to the early 1990s in the post-colonial/industrial city of Birmingham. But how did SalafiPubs become a beacon for those in search of authentic Islam in the West?",0.24643804,0.029297289,0.4378504,0.4378504,"No decision, maximum is Salafi taklidi",0.06214960000000003
"""MSM tv interview with Ustdh Abu Idrees, who was at the epicentre of the earthquake

In all of the turmoil & commotion around him, he still called the public to worship their Lord & Creator & turn to Him in prayer, may Allh reward him with good in this life & the next 

DonorBox",0.6301899,0.009134597,0.30396998,0.6301899,Irrelevant,0.13018989999999997
"""NEW Article: Advice to Salafi Families in Birmingham: Trials of Life in the West and the Way Out. Read here:",0.57332534,0.038639784,0.13386127,0.57332534,Irrelevant,0.07332534000000002
""" Join us for our 27th Islamic Conference.
 Friday 11th to Sunday 13th August 2023.
 Salafi Publications, Birmingham.
 Dont miss this, may Allah bless you.
Theme: The Evil Effects of Sin and Disobedience upon Individuals and Society.
 Share with friends &amp; family.",0.26365623,0.011318309,0.8530412,0.8530412,Salafi taklidi,0.23634377
Without a shadow of a doubt if you have doubts around the dawah then look no further than this playlist,0.8423085,0.026318766,0.103660025,0.8423085,Irrelevant,0.3423085
"""ICNA are honest are about their links to the Muslim Brotherhood

Hassan Al-Banna - founder of Ikhwan

The goal of ICNA, Yaqeen &amp; associates is to present themselves as the spokespeople of Muslims in the West.

That is why many committees are dominated by handpicked individuals.",0.86226946,0.05437358,0.030077068,0.86226946,Irrelevant,0.36226946000000004
"""@abubakarkhalafi Beautiful post. I cant get over the days when I took part in those Usul uth-Thalatha classes with you, these foundational reminders on Tawhid and remembrance give life to the heart.. May Allah accept it from you Ustadh. I really hope we return to these lessons in the future.""",0.041207798,0.04634398,0.8956244,0.8956244,Salafi taklidi,0.3956244
"""""Its okay if you err in reciting Quran or speaking Arabic, but if you teach knowledge whilst your credentials are majhool, whilst you dont know Quran or Arabic properly yourself, and you criticise actual scholars, cause fitnah, and misguide youth, whilst being dieficient in Tajwid and Arabic, youre priorities are wrong, you should perfect your foundations. 

How arrogant is it that you dont know Quran or lugha, but decide to criticise actual ulama who are proficient in both and have dedicated their life to knowledge.""
""
--------------

Critique ignorance, not a Muslims Arabic or Tajwd.

If someone teaches without knowledge, advise them sincerelybut mocking their recitation or language only exposes arrogance, not concern for the truth.

Rectification is done with wisdom, not ridicule.",0.71244866,0.04488903,0.0592019,0.71244866,Irrelevant,0.21244865999999996
"""Ibn al-Bann:

Some of our teachers used to say: 

There are three concise works in three sciences with no equal:

 Al-Fash by Thalab, (d. 291 AH)

 Al-Luma by Ibn Jinn, (d. 392 AH)

 and the book of al-Khiraq, (d. 334 AH) =""",0.6339175,0.025206624,0.13466601,0.6339175,Irrelevant,0.13391750000000002
"""The four actions if done in one day that will enter a person into paradise
#islam #sunnah #dawah #assunnahicentre",0.36937192,0.008653487,0.75674987,0.75674987,Salafi taklidi,0.13062807999999998
"""            

#Ramadan #Muslim #Islam #Quran #Sunnah",0.6078402,0.007976185,0.41593316,0.6078402,Irrelevant,0.08406683999999998
"""Imm Ibn Bz said: Zakt al-Fitr can be given on the 28th of Ramadn, the 29th, the 30th, the night before Eid and the morning of Eid before the Prayer. (Majm al-Fatw 14/29)""",0.7972044,0.015835304,0.09592059,0.7972044,Irrelevant,0.29720440000000004
"""May Allah reward our noble bro @AbuIyaadSP. Very beneficial read!",0.62453485,0.008495153,0.57085687,0.62453485,Irrelevant,0.07085686999999996
"""@AbuIyaadSP Excellent Amjad once again,   """,0.18386379,0.0151914675,0.76061374,0.76061374,Salafi taklidi,0.26061374000000004
"""Very strong rebuttal of Shadeed Muhammad and his vile description of our beloved Prophet . Take a few minutes&amp; read",0.8642735,0.030181509,0.046397444,0.8642735,Irrelevant,0.36427350000000003
