tweet_id,text,model_text,label,source_file,normalized_text
1l11owtu0,"Ibn Taymiyyah:

 The signs of hypocrisy are not more apparent in any group of the Ummah than they are among the Rfiah.

 Among them there exists a form of blatant and severe hypocrisy that is not found in others. The defining feature of their religion is taqiyyah.",Ibn Taymiyyah: The signs of hypocrisy are not more apparent in any group of the Ummah than they are among the Rfiah. Among them there exists a form of blatant and severe hypocrisy that is not found in others. The defining feature of their religion is taqiyyah.,Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,Ibn Taymiyyah: The signs of hypocrisy are not more apparent in any group of the Ummah than they are among the Rfiah. Among them there exists a form of blatant and severe hypocrisy that is not found in others. The defining feature of their religion is taqiyyah.
3ms2lxlfd,"""It is narrated that a woman came to al-Hasan al-Basri and said: O Abu Said! I have a daughter who has died, and I wish to see her in a dream. Teach me something special. So he taught her a prayer.","""It is narrated that a woman came to al-Hasan al-Basri and said: O Abu Said! I have a daughter who has died, and I wish to see her in a dream. Teach me something special. So he taught her a prayer.",Irrelevant,python/tweetsFromSite/tweets_from_site4.csv,"""It is narrated that a woman came to al-Hasan al-Basri and said: O Abu Said! I have a daughter who has died, and I wish to see her in a dream. Teach me something special. So he taught her a prayer."
ya2s622h7,""" Muhammad Uzayr Shams, diteur de manuscrits reconnu, ayant publi plusieurs ouvrages dibn al-Qayyim, a rdig une lettre pour trouver un garant en Arabie saoudite afin de ne pas tre contraint de retourner en Inde, o il avait dj subi des injustices  plusieurs reprises.",""" Muhammad Uzayr Shams, diteur de manuscrits reconnu, ayant publi plusieurs ouvrages dibn al-Qayyim, a rdig une lettre pour trouver un garant en Arabie saoudite afin de ne pas tre contraint de retourner en Inde, o il avait dj subi des injustices plusieurs reprises.",Salafi taklidi,python/tweetsFromSite/tests_from_site4.csv,""" Muhammad Uzayr Shams, diteur de manuscrits reconnu, ayant publi plusieurs ouvrages dibn al-Qayyim, a rdig une lettre pour trouver un garant en Arabie saoudite afin de ne pas tre contraint de retourner en Inde, o il avait dj subi des injustices plusieurs reprises."
e6v0aqfu8,"O you who have believed, do not take the Jews and the Christians as allies. They are [in fact] allies of one another. And whoever is an ally to them among you - then indeed, he is [one] of them. Indeed, Allh guides not the wrongdoing people.

Surah al-Ma'idah 5:51","O you who have believed, do not take the Jews and the Christians as allies. They are [in fact] allies of one another. And whoever is an ally to them among you - then indeed, he is [one] of them. Indeed, Allh guides not the wrongdoing people. Surah al-Ma'idah 5:51",Irrelevant,python/tweetsFromSite/tweets_from_site4.csv,"O you who have believed, do not take the Jews and the Christians as allies. They are [in fact] allies of one another. And whoever is an ally to them among you - then indeed, he is [one] of them. Indeed, Allh guides not the wrongdoing people. Surah al-Ma'idah 5:51"
0hl7ywqv1,"""Shaykhul Islam's fatwa, on the groups that refuse to adhere to any Shari'ah law that is mutawatir even if they don't reject it, become apostates doesn't need any introduction","""Shaykhul Islam's fatwa, on the groups that refuse to adhere to any Shari'ah law that is mutawatir even if they don't reject it, become apostates doesn't need any introduction",Salafi jihadi,python/tweetsFromSite/tweets_from_site4.csv,"""Shaykhul Islam's fatwa, on the groups that refuse to adhere to any Shari'ah law that is mutawatir even if they don't reject it, become apostates doesn't need any introduction"
8qkybv08l,""" I received this book as a gift, The Etiquettes of Teachers and Students of Imm Al-Sad rahimahullh, translated by our elder brother and teacher, Ab Zayd Khlid hfidhahullh. 

A tremendous, important work that we can all take many benefits from. May Allh reward all involved and place it upon their scales of good deeds. 

Available soon @SalafiBookstore insh Allh. 

Also available via Amazon,",""" I received this book as a gift, The Etiquettes of Teachers and Students of Imm Al-Sad rahimahullh, translated by our elder brother and teacher, Ab Zayd Khlid hfidhahullh. A tremendous, important work that we can all take many benefits from. May Allh reward all involved and place it upon their scales of good deeds. Available soon @USER insh Allh. Also available via Amazon,",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,""" I received this book as a gift, The Etiquettes of Teachers and Students of Imm Al-Sad rahimahullh, translated by our elder brother and teacher, Ab Zayd Khlid hfidhahullh. A tremendous, important work that we can all take many benefits from. May Allh reward all involved and place it upon their scales of good deeds. Available soon @SalafiBookstore insh Allh. Also available via Amazon,"
w1bx2cdos,""" Beware of listening to Scholars of Taghut, those who gave their allegiance to Taghut, or defend its rule or justify its Kufr 

 By Allah they are Magicians and their speech is Magic, they take people outside Islam using Islam 

-""",""" Beware of listening to Scholars of Taghut, those who gave their allegiance to Taghut, or defend its rule or justify its Kufr By Allah they are Magicians and their speech is Magic, they take people outside Islam using Islam -""",Salafi jihadi,python/tweetsFromSite/tweets_from_site4.csv,""" Beware of listening to Scholars of Taghut, those who gave their allegiance to Taghut, or defend its rule or justify its Kufr By Allah they are Magicians and their speech is Magic, they take people outside Islam using Islam -"""
m8wh6tdi9,"""""#NEW | The Ruling on Normalization Treaties | (01) Ramadn 1445 Q&amp;A | Shaykh Ahmad Musa Jibril (  )

#Ramadan1445QA 
""
--------------

11. Shaykh Amad Ms Jibrl","""""#NEW | The Ruling on Normalization Treaties | (01) Ramadn 1445 Q&amp;A | Shaykh Ahmad Musa Jibril ( ) #Ramadan1445QA "" -------------- 11. Shaykh Amad Ms Jibrl",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"""""#NEW | The Ruling on Normalization Treaties | (01) Ramadn 1445 Q&amp;A | Shaykh Ahmad Musa Jibril ( ) #Ramadan1445QA "" -------------- 11. Shaykh Amad Ms Jibrl"
e0egc5vua,"""""When Shaykh Ahmad An-Najmi wrote his notable book    in refutation against the deviant partisanship groups, Shaykh Ibn Jibreen tried to defend Hasan al-Banna, the founder of al-Ikhwan, and sent this letter to him urging him to not publish the book. 
""
--------------

May Allah bless and have mercy on the noble shaykh the Allamah Ibn Jibrin","""""When Shaykh Ahmad An-Najmi wrote his notable book in refutation against the deviant partisanship groups, Shaykh Ibn Jibreen tried to defend Hasan al-Banna, the founder of al-Ikhwan, and sent this letter to him urging him to not publish the book. "" -------------- May Allah bless and have mercy on the noble shaykh the Allamah Ibn Jibrin",Salafi taklidi,python/tweetsFromSite/tweets_from_site4.csv,"""""When Shaykh Ahmad An-Najmi wrote his notable book in refutation against the deviant partisanship groups, Shaykh Ibn Jibreen tried to defend Hasan al-Banna, the founder of al-Ikhwan, and sent this letter to him urging him to not publish the book. "" -------------- May Allah bless and have mercy on the noble shaykh the Allamah Ibn Jibrin"
5ghi42nhu,"""Salafis think the madhabs follow the bible""","""Salafis think the madhabs follow the bible""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Salafis think the madhabs follow the bible"""
zvnkl4zcn,"Isnt this you ? @ameeniooo - With your logic, surely we can to attribute the madkhali debaters on TikTok to your teacher Shamsi. (These Shamsi watchers are only staying consistent to their principles right ?)","Isnt this you ? @USER - With your logic, surely we can to attribute the madkhali debaters on TikTok to your teacher Shamsi. (These Shamsi watchers are only staying consistent to their principles right ?)",Salafi jihadi,python/tweetsFromSite/tweets_from_site4.csv,"Isnt this you ? @ameeniooo - With your logic, surely we can to attribute the madkhali debaters on TikTok to your teacher Shamsi. (These Shamsi watchers are only staying consistent to their principles right ?)"
zg1ppqrqe,"One time neighbours released their dog from the other side of the road and it ran across the road to chase me. The quicker we get these menaces to society off the streets, the better.","One time neighbours released their dog from the other side of the road and it ran across the road to chase me. The quicker we get these menaces to society off the streets, the better.",Irrelevant,python/tweetsFromSite/tweets_from_the_site3.csv,"One time neighbours released their dog from the other side of the road and it ran across the road to chase me. The quicker we get these menaces to society off the streets, the better."
k1jazyi6c,""" THE BIRMINGHAM WINTER CONFERENCE 2023  

Sat 23rd &amp; Sun 24th December 2023 Insh-Allh.  

@AbuIyaadSP 
@AbuKhadeejahSP
@Abdulilah_UK 
@AbuIdrees 
@uwaysT 

|- Not to be missed. Arrange your transport &amp; accommodation from now!",""" THE BIRMINGHAM WINTER CONFERENCE 2023 Sat 23rd &amp; Sun 24th December 2023 Insh-Allh. @USER @USER @USER @USER @USER |- Not to be missed. Arrange your transport &amp; accommodation from now!",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,""" THE BIRMINGHAM WINTER CONFERENCE 2023 Sat 23rd &amp; Sun 24th December 2023 Insh-Allh. @AbuIyaadSP @AbuKhadeejahSP @Abdulilah_UK @AbuIdrees @uwaysT |- Not to be missed. Arrange your transport &amp; accommodation from now!"
l2w98yvt0,"""""An academic surface-to-air missile project named Omid developed by students of Jabal al-Siraj Boys High School in Parwan province, secured first place at the National Science Competition Center in Kabul, competing against representatives from all 34 provinces of the country. 
""
--------------

What kind of school project is this,6.0","""""An academic surface-to-air missile project named Omid developed by students of Jabal al-Siraj Boys High School in Parwan province, secured first place at the National Science Competition Center in Kabul, competing against representatives from all 34 provinces of the country. "" -------------- What kind of school project is this,6.0",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""""An academic surface-to-air missile project named Omid developed by students of Jabal al-Siraj Boys High School in Parwan province, secured first place at the National Science Competition Center in Kabul, competing against representatives from all 34 provinces of the country. "" -------------- What kind of school project is this,6.0"
1rgopsnry,"Allah swt is al hakim and all judgment belongs to him, just like all worship belongs to him
We do not pray to other than him as we do not turn to laws that contradict his laws
Both acts remove one from the pale of Islam
Its as simple as that.","Allah swt is al hakim and all judgment belongs to him, just like all worship belongs to him We do not pray to other than him as we do not turn to laws that contradict his laws Both acts remove one from the pale of Islam Its as simple as that.",Irrelevant,python/tweetsFromSite/tweets_from_site4.csv,"Allah swt is al hakim and all judgment belongs to him, just like all worship belongs to him We do not pray to other than him as we do not turn to laws that contradict his laws Both acts remove one from the pale of Islam Its as simple as that."
noxz2uftr,"Was Ramadan a prison for you?

Mufti Salih al-Fawzan",Was Ramadan a prison for you? Mufti Salih al-Fawzan,Salafi taklidi,python/tweetsFromSite/tweets_from_the_site3.csv,Was Ramadan a prison for you? Mufti Salih al-Fawzan
yfsc1pfp3,""""" Suriye'de Allah'a kfreden bir ahs halk tarafndan byle cezalandrld.


""
--------------

Hes lucky that these ppl are ruling 
If there were others hed probably be searching for his head 
Nonetheless I never understood this culture of cursing Allah and religion as done by many ppl from Syria and Lebanon and so on 
Unimaginable in other parts of the world",""""" Suriye'de Allah'a kfreden bir ahs halk tarafndan byle cezalandrld. "" -------------- Hes lucky that these ppl are ruling If there were others hed probably be searching for his head Nonetheless I never understood this culture of cursing Allah and religion as done by many ppl from Syria and Lebanon and so on Unimaginable in other parts of the world",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,""""" Suriye'de Allah'a kfreden bir ahs halk tarafndan byle cezalandrld. "" -------------- Hes lucky that these ppl are ruling If there were others hed probably be searching for his head Nonetheless I never understood this culture of cursing Allah and religion as done by many ppl from Syria and Lebanon and so on Unimaginable in other parts of the world"
an3x9h5nz,"This Jahmite is one of the most disgusting people that exists. 

The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence

Forget his support for the Kuffar/ and best friend whos an enemy of Islam",This Jahmite is one of the most disgusting people that exists. The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence Forget his support for the Kuffar/ and best friend whos an enemy of Islam,Salafi jihadi,python/tweetsFromSite/tests_from_site4.csv,This Jahmite is one of the most disgusting people that exists. The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence Forget his support for the Kuffar/ and best friend whos an enemy of Islam
ufnx3ymnm,"How the Salaf would read Quran

Shaykh Abdussalam as-Shuwayer",How the Salaf would read Quran Shaykh Abdussalam as-Shuwayer,Salafi taklidi,python/tweetsFromSite/tweets_from_the_site3.csv,How the Salaf would read Quran Shaykh Abdussalam as-Shuwayer
uopcpcokw,"""A profound and powerful reminder by Shaykh Abu Khadeejah @AbuKhadeejahSP (may Allh protect him) concerning the parents.

A reminder that truly hits the heart and brings tears to the eyes.
May Allh forgive us for our many shortcomings towards our parents, and grant us the ability to be dutiful, loving, and righteous to them.
A must listen:","""A profound and powerful reminder by Shaykh Abu Khadeejah @USER (may Allh protect him) concerning the parents. A reminder that truly hits the heart and brings tears to the eyes. May Allh forgive us for our many shortcomings towards our parents, and grant us the ability to be dutiful, loving, and righteous to them. A must listen:",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site3.csv,"""A profound and powerful reminder by Shaykh Abu Khadeejah @AbuKhadeejahSP (may Allh protect him) concerning the parents. A reminder that truly hits the heart and brings tears to the eyes. May Allh forgive us for our many shortcomings towards our parents, and grant us the ability to be dutiful, loving, and righteous to them. A must listen:"
t99rd4av5,"""Honestly without Islam Id go insane in this world

Because no way could I witness from afar such suffering and wickedness and think to myself after all this evil and bloodshed and suffering and oppression and tyranny, there will be no justice, no day of judgement, no accountability, and no triumph of good over evil 

Is it any wonder why atheists have the highest suicide rates and Muslims have the lowest"",","""Honestly without Islam Id go insane in this world Because no way could I witness from afar such suffering and wickedness and think to myself after all this evil and bloodshed and suffering and oppression and tyranny, there will be no justice, no day of judgement, no accountability, and no triumph of good over evil Is it any wonder why atheists have the highest suicide rates and Muslims have the lowest"",",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""Honestly without Islam Id go insane in this world Because no way could I witness from afar such suffering and wickedness and think to myself after all this evil and bloodshed and suffering and oppression and tyranny, there will be no justice, no day of judgement, no accountability, and no triumph of good over evil Is it any wonder why atheists have the highest suicide rates and Muslims have the lowest"","
aerwbfsq4,"""A Reminder of Fairness and Justice in Defending the People of Knowledge
 
Among the first to be targeted with attacks and assaults on his status by Amjad Rafq was the noble Shaykh, the Faqh Araft al-Muammad (may Allh preserve him).
 
By the praise of Allh, his advice and refutations bore fruit, and today you can see the reality of what he had warned against, in what Amjad Rafq is now displaying of transgressions towards the status of knowledge and its people.
 
I wish to draw attention to a matter that may go unnoticed in the writings of some of the brothers and callers in the West:
 
Despite what we see, and it is commendable, of their responses to Amjad Rafqs attacks on Shaykh al-Allmah Abdullh al-Bukhr (may Allh preserve him), we hardly see a similar defence of their brother, Shaykh Araft al-Muammad (may Allh preserve him).
 
Even though Amjad Rafq had previously attacked him, accused him of lying, attributed to him weakness in knowledge, and described him with offensive terms, many of them did not move to refute this falsehood or stop this transgression.
 
It would have been more fitting, in upholding justice and fairness, that they also defend the honour of Shaykh Araft (may Allh preserve him), as he was among the first to confront the errors of Amjad Rafq and warn against his methodology.

Written by: Jafar al-Hshim al-Awz
@Arafatbinhassan @ZubayrAbbasi @yasin_ibn_jamal @AbooSuhailah""","""A Reminder of Fairness and Justice in Defending the People of Knowledge Among the first to be targeted with attacks and assaults on his status by Amjad Rafq was the noble Shaykh, the Faqh Araft al-Muammad (may Allh preserve him). By the praise of Allh, his advice and refutations bore fruit, and today you can see the reality of what he had warned against, in what Amjad Rafq is now displaying of transgressions towards the status of knowledge and its people. I wish to draw attention to a matter that may go unnoticed in the writings of some of the brothers and callers in the West: Despite what we see, and it is commendable, of their responses to Amjad Rafqs attacks on Shaykh al-Allmah Abdullh al-Bukhr (may Allh preserve him), we hardly see a similar defence of their brother, Shaykh Araft al-Muammad (may Allh preserve him). Even though Amjad Rafq had previously attacked him, accused him of lying, attributed to him weakness in knowledge, and described him with offensive terms, many of them did not move to refute this falsehood or stop this transgression. It would have been more fitting, in upholding justice and fairness, that they also defend the honour of Shaykh Araft (may Allh preserve him), as he was among the first to confront the errors of Amjad Rafq and warn against his methodology. Written by: Jafar al-Hshim al-Awz @USER @USER @USER @USER""",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""A Reminder of Fairness and Justice in Defending the People of Knowledge Among the first to be targeted with attacks and assaults on his status by Amjad Rafq was the noble Shaykh, the Faqh Araft al-Muammad (may Allh preserve him). By the praise of Allh, his advice and refutations bore fruit, and today you can see the reality of what he had warned against, in what Amjad Rafq is now displaying of transgressions towards the status of knowledge and its people. I wish to draw attention to a matter that may go unnoticed in the writings of some of the brothers and callers in the West: Despite what we see, and it is commendable, of their responses to Amjad Rafqs attacks on Shaykh al-Allmah Abdullh al-Bukhr (may Allh preserve him), we hardly see a similar defence of their brother, Shaykh Araft al-Muammad (may Allh preserve him). Even though Amjad Rafq had previously attacked him, accused him of lying, attributed to him weakness in knowledge, and described him with offensive terms, many of them did not move to refute this falsehood or stop this transgression. It would have been more fitting, in upholding justice and fairness, that they also defend the honour of Shaykh Araft (may Allh preserve him), as he was among the first to confront the errors of Amjad Rafq and warn against his methodology. Written by: Jafar al-Hshim al-Awz @Arafatbinhassan @ZubayrAbbasi @yasin_ibn_jamal @AbooSuhailah"""
lt2hjujsh,"""Great coverage for @BegumNadiya #schwartz range that has just launched in @asda  in @Grocery_Trader 
#recipekits #fmcg 
Schwartz partners with Nadiya Hussain to spice up the recipe kit category","""Great coverage for @USER #schwartz range that has just launched in @USER in @USER #recipekits #fmcg Schwartz partners with Nadiya Hussain to spice up the recipe kit category",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Great coverage for @BegumNadiya #schwartz range that has just launched in @asda in @Grocery_Trader #recipekits #fmcg Schwartz partners with Nadiya Hussain to spice up the recipe kit category"
t0u2xqyc8,"The reality is, you can have your
contagion and vaccine view no
problem, but ta'assub is prohibited
Y Tedros!

Apply Anwar's reminder
upon yourself concerning your
Ghuluww towards Taqweem mate.","The reality is, you can have your contagion and vaccine view no problem, but ta'assub is prohibited Y Tedros! Apply Anwar's reminder upon yourself concerning your Ghuluww towards Taqweem mate.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"The reality is, you can have your contagion and vaccine view no problem, but ta'assub is prohibited Y Tedros! Apply Anwar's reminder upon yourself concerning your Ghuluww towards Taqweem mate."
p0i7s2133,"""""Footage of Iran's Foreign Minister Seyyed Abbas Araghchi welcoming Pakistan's Chief of Army Staff Field Marshal Syed Asim Munir upon his arrival in Tehran.

Follow Press TV on Telegram:  
""
--------------

Can any of the Pakistani (nationalist) Madkhalis tell us why their army chief is saluting &amp; hugging one of the Raafidhi leaders?","""""Footage of Iran's Foreign Minister Seyyed Abbas Araghchi welcoming Pakistan's Chief of Army Staff Field Marshal Syed Asim Munir upon his arrival in Tehran. Follow Press TV on Telegram: "" -------------- Can any of the Pakistani (nationalist) Madkhalis tell us why their army chief is saluting &amp; hugging one of the Raafidhi leaders?",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"""""Footage of Iran's Foreign Minister Seyyed Abbas Araghchi welcoming Pakistan's Chief of Army Staff Field Marshal Syed Asim Munir upon his arrival in Tehran. Follow Press TV on Telegram: "" -------------- Can any of the Pakistani (nationalist) Madkhalis tell us why their army chief is saluting &amp; hugging one of the Raafidhi leaders?"
i2n3o7qc7,"""Le grand savant salafi du Maroc, Shekh Abd Allah Kenoun [m.1409] nous dit au sujet de Ibn Toumert dans son livre An-Noubough Al-Maghribi  : 

Ce  quoi il appelait le plus, c'tait l'adoption de la doctrine Asharite en matire de croyance, et particulirement l'interprtation (Tawil) des versets et hadiths quivoques.

Les Marocains n'y taient pas enclins, prfrant suivre la voie des pieux prdcesseurs qui consistait  dlaisser l'interprtation et  accepter les textes quivoques tels qu'ils sont venus ! 

Ibn Tumart blmait svrement (les Marocains) pour cela et allait parfois jusqu' les accuser d'anthropomorphisme (Tajsim). 

Page 102""","""Le grand savant salafi du Maroc, Shekh Abd Allah Kenoun [m.1409] nous dit au sujet de Ibn Toumert dans son livre An-Noubough Al-Maghribi : Ce quoi il appelait le plus, c'tait l'adoption de la doctrine Asharite en matire de croyance, et particulirement l'interprtation (Tawil) des versets et hadiths quivoques. Les Marocains n'y taient pas enclins, prfrant suivre la voie des pieux prdcesseurs qui consistait dlaisser l'interprtation et accepter les textes quivoques tels qu'ils sont venus ! Ibn Tumart blmait svrement (les Marocains) pour cela et allait parfois jusqu' les accuser d'anthropomorphisme (Tajsim). Page 102""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Le grand savant salafi du Maroc, Shekh Abd Allah Kenoun [m.1409] nous dit au sujet de Ibn Toumert dans son livre An-Noubough Al-Maghribi : Ce quoi il appelait le plus, c'tait l'adoption de la doctrine Asharite en matire de croyance, et particulirement l'interprtation (Tawil) des versets et hadiths quivoques. Les Marocains n'y taient pas enclins, prfrant suivre la voie des pieux prdcesseurs qui consistait dlaisser l'interprtation et accepter les textes quivoques tels qu'ils sont venus ! Ibn Tumart blmait svrement (les Marocains) pour cela et allait parfois jusqu' les accuser d'anthropomorphisme (Tajsim). Page 102"""
935kdayzc,""" !
 Hadith: Allh is pleased for you 3 affairs and dislikes from you 3 affairs
 Abu Inaayah Seif 
   
 
 Stifford Centre, E1 3JG
 Brothers and sisters welcome 
 Tune in live via:",""" ! Hadith: Allh is pleased for you 3 affairs and dislikes from you 3 affairs Abu Inaayah Seif Stifford Centre, E1 3JG Brothers and sisters welcome Tune in live via:",Irrelevant,python/tweetsFromSite/tweets_from_the_site3.csv,""" ! Hadith: Allh is pleased for you 3 affairs and dislikes from you 3 affairs Abu Inaayah Seif Stifford Centre, E1 3JG Brothers and sisters welcome Tune in live via:"
xk6cmj00l,"Nizar isnt a nobody for these people either, he is a close distinguished student of Rabee al-Madkhali &amp; Ubayd al-Jaabiri who both praised him highly.","Nizar isnt a nobody for these people either, he is a close distinguished student of Rabee al-Madkhali &amp; Ubayd al-Jaabiri who both praised him highly.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"Nizar isnt a nobody for these people either, he is a close distinguished student of Rabee al-Madkhali &amp; Ubayd al-Jaabiri who both praised him highly."
aiwrmpe8s,"""Its likely that the Saudi populous and pro-Saudi Madkhalis will now suddenly start talking about the Kufr of the UAE, lol. In response, they will likely be labeled muslim brotherhood influenced by the UAE-Madkhalis. These Zanadiqa are too predictable, and base their Wala and Bara on Saudi/UAE foreign policy. Apparently Kufr Bawh to them only becomes clear and manifest when Saudi doesnt like a certain countrys foreign policy.""","""Its likely that the Saudi populous and pro-Saudi Madkhalis will now suddenly start talking about the Kufr of the UAE, lol. In response, they will likely be labeled muslim brotherhood influenced by the UAE-Madkhalis. These Zanadiqa are too predictable, and base their Wala and Bara on Saudi/UAE foreign policy. Apparently Kufr Bawh to them only becomes clear and manifest when Saudi doesnt like a certain countrys foreign policy.""",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"""Its likely that the Saudi populous and pro-Saudi Madkhalis will now suddenly start talking about the Kufr of the UAE, lol. In response, they will likely be labeled muslim brotherhood influenced by the UAE-Madkhalis. These Zanadiqa are too predictable, and base their Wala and Bara on Saudi/UAE foreign policy. Apparently Kufr Bawh to them only becomes clear and manifest when Saudi doesnt like a certain countrys foreign policy."""
